id,query,search_id,source,description,alt,image_url
36,순대,4233956902,wikimedia,Caramel Sundae,Ice Cream Sundae 2 2013-03-28.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Ice_Cream_Sundae_2_2013-03-28.jpg/330px-Ice_Cream_Sundae_2_2013-03-28.jpg
37,순대,4233956902,wikimedia,Chocolate Ice Cream Sundae,Chocolate Ice Cream Sundae (5076304681).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Chocolate_Ice_Cream_Sundae_%285076304681%29.jpg/120px-Chocolate_Ice_Cream_Sundae_%285076304681%29.jpg
38,순대,4233956902,wikimedia,Delays performing at the Summer Sundae music festival in Leicester,Delays at Summer Sundae 2006.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Delays_at_Summer_Sundae_2006.JPG/960px-Delays_at_Summer_Sundae_2006.JPG
39,순대,4233956902,wikimedia,Vashti Bunyan performing at the Summer Sundae music festival in Leicester,Vashti Bunyan at Summer Sundae 2006.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Vashti_Bunyan_at_Summer_Sundae_2006.JPG/250px-Vashti_Bunyan_at_Summer_Sundae_2006.JPG
40,순대,4233956902,wikimedia,(설명 없음),Summer Sundae Main Stage.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Summer_Sundae_Main_Stage.jpg/500px-Summer_Sundae_Main_Stage.jpg
41,순대,4233956902,wikimedia,IMG_7206,"Parlor guitarist, Summer Sundae 2007.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Parlor_guitarist%2C_Summer_Sundae_2007.jpg/120px-Parlor_guitarist%2C_Summer_Sundae_2007.jpg
42,순대,4233956902,wikimedia,Joan Wasser appearing at the Summer Sundae music festival in Leicester,Joan Wasser at Summer Sundae 2006 (2).JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Joan_Wasser_at_Summer_Sundae_2006_%282%29.JPG/250px-Joan_Wasser_at_Summer_Sundae_2006_%282%29.JPG
43,순대,4233956902,wikimedia,"Rose, Chocolate Sundae, バラ, チョコレート サンデー, Climbing rose つるバラ France フランス Meilland
2009","Rose, Chocolate Sundae, バラ, チョコレート サンデー, (23999380506).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rose%2C_Chocolate_Sundae%2C_%E3%83%90%E3%83%A9%2C_%E3%83%81%E3%83%A7%E3%82%B3%E3%83%AC%E3%83%BC%E3%83%88_%E3%82%B5%E3%83%B3%E3%83%87%E3%83%BC%2C_%2823999380506%29.jpg/250px-Rose%2C_Chocolate_Sundae%2C_%E3%83%90%E3%83%A9%2C_%E3%83%81%E3%83%A7%E3%82%B3%E3%83%AC%E3%83%BC%E3%83%88_%E3%82%B5%E3%83%B3%E3%83%87%E3%83%BC%2C_%2823999380506%29.jpg
44,순대,4233956902,wikimedia,"July 25th is National Hot Fudge Sundae Day!
If curious, I picked chocolate fudge brownie (left) and vanilla (right).",Ben and Jerry's Hot Fudge Sundae (19384608984).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Ben_and_Jerry%27s_Hot_Fudge_Sundae_%2819384608984%29.jpg/250px-Ben_and_Jerry%27s_Hot_Fudge_Sundae_%2819384608984%29.jpg
45,순대,4233956902,wikimedia,Strawberry sundae in The Golden Horseshoe in Frontierland at Disneyland park.,Strawberry Sundae (27825799761).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Strawberry_Sundae_%2827825799761%29.jpg/250px-Strawberry_Sundae_%2827825799761%29.jpg
46,순대,4233956902,wikimedia,Joan Wasser performing at the Summer Sundae music festival in Leicester,Joan Wasser at Summer Sundae 2006.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Joan_Wasser_at_Summer_Sundae_2006.JPG/250px-Joan_Wasser_at_Summer_Sundae_2006.JPG
47,순대,4233956902,wikimedia,Ice Cream Sundae,Ice Cream Sundae (5076899064).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Ice_Cream_Sundae_%285076899064%29.jpg/120px-Ice_Cream_Sundae_%285076899064%29.jpg
48,순대,4233956902,wikimedia,"Hydrangea paniculata 'Sundae Fraise', botanical garden in Łódź, Poland.",Hydrangea paniculata Sundae Fraise 2021-09-11 3685.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Hydrangea_paniculata_Sundae_Fraise_2021-09-11_3685.jpg/250px-Hydrangea_paniculata_Sundae_Fraise_2021-09-11_3685.jpg
49,순대,4233956902,wikimedia,IMG_7204,"Parlor guitarist & Trumpeter, Summer Sundae 2007.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Parlor_guitarist_%26_Trumpeter%2C_Summer_Sundae_2007.jpg/250px-Parlor_guitarist_%26_Trumpeter%2C_Summer_Sundae_2007.jpg
50,순대,4233956902,wikimedia,Strawberry ice cream sundae at The Golden Horseshoe in Frontierland at Disneyland park.,Strawberry Ice Cream Sundae (26853326784).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Strawberry_Ice_Cream_Sundae_%2826853326784%29.jpg/120px-Strawberry_Ice_Cream_Sundae_%2826853326784%29.jpg
51,순대,4233956902,wikimedia,"Hydrangea paniculata 'Sundae Fraise', botanical garden in Łódź, Poland.",Hydrangea paniculata Sundae Fraise 2021-09-11 3688.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Hydrangea_paniculata_Sundae_Fraise_2021-09-11_3688.jpg/250px-Hydrangea_paniculata_Sundae_Fraise_2021-09-11_3688.jpg
52,순대,4233956902,wikimedia,Strawberry ice cream sundae at The Golden Horseshoe in Frontierland at Disneyland park.,Strawberry Ice Cream Sundae (26853326174).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Strawberry_Ice_Cream_Sundae_%2826853326174%29.jpg/330px-Strawberry_Ice_Cream_Sundae_%2826853326174%29.jpg
53,순대,4233956902,wikimedia,"Hydrangea paniculata 'Sundae Fraise', botanical garden in Łódź, Poland.",Hydrangea paniculata Sundae Fraise 2021-09-11 3687.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Hydrangea_paniculata_Sundae_Fraise_2021-09-11_3687.jpg/250px-Hydrangea_paniculata_Sundae_Fraise_2021-09-11_3687.jpg
54,순대,4233956902,wikimedia,July 25th is National Hot Fudge Sundae Day!,Tony's Cable Car Restaurant Hot Fudge Sundae (28440589022).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Tony%27s_Cable_Car_Restaurant_Hot_Fudge_Sundae_%2828440589022%29.jpg/250px-Tony%27s_Cable_Car_Restaurant_Hot_Fudge_Sundae_%2828440589022%29.jpg
55,순대,4233956902,wikimedia,Isobel Campbell performing at the Summer Sundae music festival in Leicester,Isobel Campbell at Summer Sundae 2006.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Isobel_Campbell_at_Summer_Sundae_2006.JPG/250px-Isobel_Campbell_at_Summer_Sundae_2006.JPG
56,순대,4233956902,wikimedia,"Hydrangea paniculata 'Sundae Fraise', botanical garden in Łódź, Poland.",Hydrangea paniculata Sundae Fraise 2021-09-11 3686.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Hydrangea_paniculata_Sundae_Fraise_2021-09-11_3686.jpg/250px-Hydrangea_paniculata_Sundae_Fraise_2021-09-11_3686.jpg
57,순대,4233956902,wikimedia,"Main stage at the Summer Sundae music festival in Leicester. The band playing is Calexico, though you can't tell.",Main stage at Summer Sundae 2006.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Main_stage_at_Summer_Sundae_2006.JPG/250px-Main_stage_at_Summer_Sundae_2006.JPG
58,순대,4233956902,wikimedia,"Butterscotch sundae with chocolate chip ice cream and jimmies - Massachusetts, USA.",Butterscotch sundae with chocolate chip ice cream and jimmies - Massachusetts.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Butterscotch_sundae_with_chocolate_chip_ice_cream_and_jimmies_-_Massachusetts.jpg/250px-Butterscotch_sundae_with_chocolate_chip_ice_cream_and_jimmies_-_Massachusetts.jpg
59,순대,4233956902,wikimedia,"Soondae with Gan, a popular side dish with Soondae in Korea.",Soondae with Gan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Soondae_with_Gan.jpg/250px-Soondae_with_Gan.jpg
60,순대,4233956902,wikimedia,"Bunsik stall with twigim (fritters), sundae (blood sausage), tteok-bokki (stir-fried rice cakes), and eomuk-kkochi (fish cake skewers)",Bunsik stall.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Bunsik_stall.jpg/250px-Bunsik_stall.jpg
61,순대,4233956902,wikimedia,ストロベリーサンデー(あきた芸術劇場ミルハス内「シアターカフェC's(シーズ) 」),Strawberry Ice Cream Sundae (TheatreCafé C's).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Strawberry_Ice_Cream_Sundae_%28TheatreCaf%C3%A9_C%27s%29.jpg/330px-Strawberry_Ice_Cream_Sundae_%28TheatreCaf%C3%A9_C%27s%29.jpg
62,순대,4233956902,wikimedia,スンデ。東京都新宿区の飲食店で撮影。,PXL 20220926 102149678.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/PXL_20220926_102149678.jpg/250px-PXL_20220926_102149678.jpg
63,순대,4233956902,wikimedia,전주 남부시장 피순대,20240725 Jeonju southern market -Pisundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/20240725_Jeonju_southern_market_-Pisundae.jpg/330px-20240725_Jeonju_southern_market_-Pisundae.jpg
64,순대,4233956902,wikimedia,Soondae,800soondae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/800soondae.jpg/250px-800soondae.jpg
65,순대,4233956902,wikimedia,전주 남부시장 피순대,20240725 Jeonju southern market - Pisundae 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/20240725_Jeonju_southern_market_-_Pisundae_2.jpg/330px-20240725_Jeonju_southern_market_-_Pisundae_2.jpg
66,순대,4233956902,wikimedia,Tteokbokki and fried dish with Tteokbokki sauce and sundae value meals,떡튀순.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/%EB%96%A1%ED%8A%80%EC%88%9C.JPG/250px-%EB%96%A1%ED%8A%80%EC%88%9C.JPG
67,순대,4233956902,wikimedia,"Tierra del Fuego, Argentina, January 2025",Banana sundae.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Banana_sundae.jpeg/250px-Banana_sundae.jpeg
68,순대,4233956902,wikimedia,Ice cream - Summer,Sundae Icecream.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Sundae_Icecream.jpg/250px-Sundae_Icecream.jpg
69,순대,4233956902,wikimedia,Sundae-guk (Korean sausage soup),Sundae-guk.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Sundae-guk.jpg/330px-Sundae-guk.jpg
70,순대,4233956902,wikimedia,"Sibiu, Romania, 2011",Sundae (7326034930).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Sundae_%287326034930%29.jpg/120px-Sundae_%287326034930%29.jpg
71,순대,4233956902,wikimedia,Makchang-sundae (Korean sausage) and naejang-suyuk (pork offals),Makchang-sundae naejang-suyuk.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Makchang-sundae_naejang-suyuk.jpg/250px-Makchang-sundae_naejang-suyuk.jpg
72,순대,4233956902,wikimedia,Sundaebokkeum (stir-fried Korean sausages),Sundae-bokkeum 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Sundae-bokkeum_1.jpg/250px-Sundae-bokkeum_1.jpg
73,순대,4233956902,wikimedia,Sundae School's Physical Education,Sundae School.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Sundae_School.jpg/330px-Sundae_School.jpg
74,순대,4233956902,wikimedia,Sundae-bokkeum (stir-fried Korean sausage),Sundae-bokkeum 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Sundae-bokkeum_3.jpg/120px-Sundae-bokkeum_3.jpg
75,순대,4233956902,wikimedia,twohey's sundae,Twohey's sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Twohey%27s_sundae.jpg/250px-Twohey%27s_sundae.jpg
76,순대,4233956902,wikimedia,Sundae-guk (blood sausage soup),Sundae-guk 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Sundae-guk_1.jpg/250px-Sundae-guk_1.jpg
77,순대,4233956902,wikimedia,"Sundae creamy sundae... I'm rambling... Shot in a McDonald's, Nanjing.
This is China~~
<a href=""https://500px.com/photo/1020108471/Creamy-sundae-by-Gauthier-DELECROIX--郭天?ctx_page=1&from=user&user_id=",Creamy sundae (50213236012).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Creamy_sundae_%2850213236012%29.jpg/330px-Creamy_sundae_%2850213236012%29.jpg
78,순대,4233956902,wikimedia,Sundae-bokkeum (stir-fried Korean sausage),Sundae-bokkeum 4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Sundae-bokkeum_4.jpg/330px-Sundae-bokkeum_4.jpg
79,순대,4233956902,wikimedia,Sundae-guk (Korean sausage soup),Sundae-guk 4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Sundae-guk_4.jpg/250px-Sundae-guk_4.jpg
80,순대,4233956902,wikimedia,Cornwall 2007 Street type,Closed on sundae (496626331).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Closed_on_sundae_%28496626331%29.jpg/330px-Closed_on_sundae_%28496626331%29.jpg
81,순대,4233956902,wikimedia,This photo has been taken in the country: South Korea,Cuisine of South Korea 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Cuisine_of_South_Korea_2.jpg/330px-Cuisine_of_South_Korea_2.jpg
82,순대,4233956902,wikimedia,Sundae-guk (Korean sausage soup),Sundae-guk 5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Sundae-guk_5.jpg/250px-Sundae-guk_5.jpg
83,순대,4233956902,wikimedia,"This is an image of a ice cream sundae with vanilla and chocolate, with a cherry and whipped cream on top. It was taken in a small desert shop near Kyoto train station.",Food-a-sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Food-a-sundae.jpg/120px-Food-a-sundae.jpg
84,순대,4233956902,wikimedia,Abai-sundae-guk (Korean sausage soup),Abai-sundae-guk.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Abai-sundae-guk.jpg/250px-Abai-sundae-guk.jpg
85,순대,4233956902,wikimedia,Korean Sundae Soup,Korean Sundae Soup.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Korean_Sundae_Soup.jpg/330px-Korean_Sundae_Soup.jpg
86,순대,4233956902,wikimedia,baek-sundae-bokkeum (white stir-fried Korean sausage) ingredients,Baek-sundae-bokkeum ingredients.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Baek-sundae-bokkeum_ingredients.jpg/330px-Baek-sundae-bokkeum_ingredients.jpg
87,순대,4233956902,wikimedia,Sundae Soup Meals,Sundae Soup Meals.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sundae_Soup_Meals.jpg/330px-Sundae_Soup_Meals.jpg
88,순대,4233956902,wikimedia,Sundae-guk (Korean sausage soup),Sundae-guk 6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Sundae-guk_6.jpg/250px-Sundae-guk_6.jpg
89,순대,4233956902,wikimedia,Hydrangea paniculata,Hydrangea Strawberry Sundae July.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Hydrangea_Strawberry_Sundae_July.jpg/250px-Hydrangea_Strawberry_Sundae_July.jpg
90,순대,4233956902,wikimedia,Fentons ice cream sundae,Fentons sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Fentons_sundae.jpg/250px-Fentons_sundae.jpg
91,순대,4233956902,wikimedia,baek-sundae-bokkeum (white stir-fried Korean sausage),Baek-sundae-bokkeum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Baek-sundae-bokkeum.jpg/120px-Baek-sundae-bokkeum.jpg
92,순대,4233956902,wikimedia,Meat Sundae,Meat Sundae (13153385624).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Meat_Sundae_%2813153385624%29.jpg/330px-Meat_Sundae_%2813153385624%29.jpg
93,순대,4233956902,wikimedia,"A classic ice cream sundae, complete with a cherry on top",Ice Cream Sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Ice_Cream_Sundae.jpg/330px-Ice_Cream_Sundae.jpg
94,순대,4233956902,wikimedia,Chocolate Double Sundae with wafers and shavings,Chocolate Double Sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Chocolate_Double_Sundae.jpg/250px-Chocolate_Double_Sundae.jpg
95,순대,4233956902,wikimedia,Strawberry sundae,Strawberry sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Strawberry_sundae.jpg/250px-Strawberry_sundae.jpg
96,순대,4233956902,wikimedia,Daechang-sundae (stuffed pork big intestines) and offals,Daechang-sundae and offals.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Daechang-sundae_and_offals.jpg/250px-Daechang-sundae_and_offals.jpg
97,순대,4233956902,wikimedia,"Small Sundae - three kinds of Icecream and a waffle, all in an Icecream shop in Munich, Germany",Small Sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Small_Sundae.jpg/330px-Small_Sundae.jpg
98,순대,4233956902,wikimedia,Pi-sundae (blood sausage),Pi-sundae 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Pi-sundae_1.jpg/250px-Pi-sundae_1.jpg
99,순대,4233956902,wikimedia,butterscotch sundae Ice cream,Butterscotch sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Butterscotch_sundae.jpg/250px-Butterscotch_sundae.jpg
